movie_name,ost_name,artist,year,mvdir,mvact,gerne,valence,acousticness,danceability,energy,loudness,tempo
The Dark Knight,Like A Dog Chasing Cars,Hans Zimmer,2008,크리스토퍼 놀란,"크리스찬 베일, 히스 레저, 아론 에크하트","액션, 범죄, 드라마, 미스터리",0.0369,0.192,0.507,0.488,-15.063,103.023
The Day The Earth Stood Still,Orb Rising,Tyler Bates,2008,스콧 데릭슨,"키아누 리브스, 제니퍼 코넬리","SF, 액션",0.0392,0.581,0.184,0.393,-13.546,83.335
Defiance,The Bielski Brothers / Ikh Bin A Mame,James Newton Howard,2008,에드워드 즈윅,"다니엘 크레이그, 리브 슈라이버, 제이미 벨","전쟁, 드라마",0.0367,0.968,0.174,0.0245,-27.334,138.68
"Definitely, Maybe",The Time Of Times,Badly Drawn Boy,2008,아담 브룩스,"라이언 레이놀즈, 레이첼 와이즈, 아일라 피셔","코미디, 드라마, 미스터리, 멜로/로맨스",0.963,0.397,0.533,0.803,-6.23,96.021
Eagle Eye,Eagle Eye Main Title,Brian Tyler,2008,D.J. 카루소,"샤이아 라보프, 미셸 모나한","액션, 스릴러",0.143,0.0474,0.304,0.776,-7.676,123.04
Easy Virtue,When The Going Gets Tough The Tough Get Going,Jessica Biel,2008,스테판 엘리엇,"제시카 비엘, 벤 반스, 크리스틴 스콧 토마스, 콜린 퍼스, 킴벌리 닉슨, 캐서린 파킨슨","코미디, 멜로/로맨스",0.407,0.0574,0.69,0.465,-14.224,105.708
The Edge Of Love,Careless Love,Madeleine Peyroux,2008,존 메이버리,"키이라 나이틀리, 킬리언 머피, 시에나 밀러, 매튜 리즈","드라마, 멜로/로맨스, 전쟁",0.323,0.821,0.708,0.417,-9.899,108.096
Fools Gold,Fool's Gold Legend And Main Title,George Fenton,2008,앤디 테넌트,"케이트 허드슨, 매튜 맥커너히, 도날드 서덜랜드, 이완 브렘너, 알렉시스 지에나, 케빈 하트","모험, 액션, 코미디, 멜로/로맨스",0.379,0.142,0.66,0.525,-12.247,100.927
Forgetting Sarah Marshall,You Madly,Cake Love,2008,니콜라스 스톨러,"제이슨 세걸, 크리스틴 벨","코미디, 드라마, 멜로/로맨스",0.658,0.0908,0.752,0.809,-8.399,106.999
Forgetting Sarah Marshall,We've Got To Do Something,Infant Sorrow,2008,니콜라스 스톨러,"제이슨 세걸, 크리스틴 벨","코미디, 드라마, 멜로/로맨스",emt,emt,emt,emt,emt,emt
Frost / Nixon,Watergate,Hans Zimmer,2008,론 하워드,"프랭크 란젤라, 마이클 쉰",드라마,0.176,0.813,0.428,0.201,-24.756,183.103
Get Smart,Get Smart Theme,Trevor Rabin,2008,피터 시걸,"스티브 카렐, 앤 해서웨이","코미디, 액션, 범죄",0.131,0.246,0.494,0.542,-10.122,119.579
Grace Is Gone,Grace Is Gone,Jamie Cullum,2008,제임스 C. 스트라우즈,존 쿠삭,드라마,emt,emt,emt,emt,emt,emt
Gran Torino,Gran Torino,Jamie Cullum,2008,클린트 이스트우드,"클린트 이스트우드, 크리스토퍼 칼리, 비 방, 어니 허","범죄, 드라마",0.222,0.969,0.403,0.204,-13.823,125.421
Hancock,The Moon And The Superhero,John Powell,2008,피터 버그,"윌 스미스, 샤를리즈 테론, 제이슨 베이트먼, 에디 마산","액션, 판타지, 코미디, 드라마",emt,emt,emt,emt,emt,emt
The Happening,End Title Suite,James Newton Howard,2008,M. 나이트 샤말란,"마크 월버그, 주이 디샤넬","SF, 스릴러",0.214,0.909,0.427,0.144,-20.178,113.956
Horton Hears A Who!,Horton Suite,John Powell,2008,"지미 헤이워드, 스티브 마티노","짐 캐리, 스티브 카렐","애니메이션, 모험, 코미디, 가족",0.236,0.233,0.496,0.462,-13.142,117.081
Igor,Evil Annie,Patrick Doyle,2008,안소니 리온디스,"존 쿠삭, 스티브 부세미, 존 클리즈, 제니퍼 쿨리지, 아세니오 홀, 션 헤이즈, 에디 이자드, 제이 레노, 몰리 샤논, 크리스찬 슬레이터","애니메이션, 코미디, 가족, 판타지",emt,emt,emt,emt,emt,emt
The Incredible Hulk,The Incredible Hulk,The City Of Prague Philharmonic Orchestra,2008,루이스 리터리어,"에드워드 노튼, 리브 타일러, 팀 로스","액션, 판타지, SF",emt,emt,emt,emt,emt,emt
Indiana Jones And The Kingdom Of The Crystal Skull,Raiders March,John Williams,2008,스티븐 스필버그,"해리슨 포드, 케이트 블란쳇, 카렌 알렌, 샤이아 라보프, 레이 윈스턴","모험, 액션",0.168,0.73,0.422,0.351,-13.002,132.317
Inkheart,My Declaration,Eliza Bennett,2008,이안 소프틀리,"브렌든 프레이저, 시에나 길로리, 엘리자 베넷, 폴 베타니, 헬렌 미렌, 제니퍼 코넬리, 앤디 서키스, 짐 브로드벤트","판타지, 모험",0.203,0.414,0.588,0.318,-12.217,85.401
Iron Man,Institutionalized,Suicidal Tendencies,2008,존 파브로,"로버트 다우니 주니어, 테렌스 하워드, 제프 브리지스, 기네스 팰트로","SF, 액션, 드라마, 판타지",0.625,0.0404,0.358,0.804,-8.534,91.842
Iron Man,Driving With The Top Down,Ramin Djawadi,2008,존 파브로,"로버트 다우니 주니어, 테렌스 하워드, 제프 브리지스, 기네스 팰트로","SF, 액션, 드라마, 판타지",emt,emt,emt,emt,emt,emt
Kung Fu Panda,Kung Fu Fighting,Cee Lo Green,2008,"마크 오스본, 존 스티븐슨","잭 블랙, 더스틴 호프만, 성룡, 루시 리우, 안젤리나 졸리, 이안 맥쉐인, 데이빗 크로스, 세스 로건","애니메이션, 액션, 코미디, 가족",0.239,0.015,0.681,0.666,-10.905,110.016
Kung Fu Panda,Hero,Hans Zimmer,2008,"마크 오스본, 존 스티븐슨","잭 블랙, 더스틴 호프만, 성룡, 루시 리우, 안젤리나 졸리, 이안 맥쉐인, 데이빗 크로스, 세스 로건","애니메이션, 액션, 코미디, 가족",0.148,0.397,0.345,0.152,-13.39,103.356
Kung Fu Panda,Oogway Ascends,Hans Zimmer,2008,"마크 오스본, 존 스티븐슨","잭 블랙, 더스틴 호프만, 성룡, 루시 리우, 안젤리나 졸리, 이안 맥쉐인, 데이빗 크로스, 세스 로건","애니메이션, 액션, 코미디, 가족",0.0791,0.681,0.168,0.235,-17.462,109.098
Leatherheads,The Man I Love,Ledisi,2008,조지 클루니,"조지 클루니, 르네 젤위거","코미디, 드라마, 멜로/로맨스",0.23,0.965,0.369,0.195,-13.808,178.608
Madagascar: Escape 2 Africa,I Like To Move It,Will.I.Am,2008,"에릭 다넬, 톰 맥그라스","벤 스틸러, 크리스 록, 데이빗 쉼머, 제이다 핀켓 스미스","애니메이션, 가족, 모험, 코미디, 액션",0.956,0.434,0.845,0.805,-4.771,126.979
Madagascar: Escape 2 Africa,Copacabana (At The Copa),Barry Manilow,2008,"에릭 다넬, 톰 맥그라스","벤 스틸러, 크리스 록, 데이빗 쉼머, 제이다 핀켓 스미스","애니메이션, 가족, 모험, 코미디, 액션",0.803,0.542,0.763,0.665,-7.914,108.035
Mamma Mia!,Mamma Mia,Meryl Streep,2008,필리다 로이드,"메릴 스트립, 피어스 브로스넌, 콜린 퍼스, 스텔란 스카스가드, 아만다 사이프리드","코미디, 뮤지컬, 멜로/로맨스",0.756,0.15,0.746,0.848,-4.638,138.047
Mamma Mia!,I Have A Dream,Amanda Seyfried,2008,필리다 로이드,"메릴 스트립, 피어스 브로스넌, 콜린 퍼스, 스텔란 스카스가드, 아만다 사이프리드","코미디, 뮤지컬, 멜로/로맨스",0.432,0.832,0.495,0.415,-7.277,103.307
Mamma Mia!,Our Last Summer,"Colin Firth, Pierce Brosnan &",2008,필리다 로이드,"메릴 스트립, 피어스 브로스넌, 콜린 퍼스, 스텔란 스카스가드, 아만다 사이프리드","코미디, 뮤지컬, 멜로/로맨스",emt,emt,emt,emt,emt,emt
Mamma Mia!,Dancing Queen,"Meryl Streep, Julie Walters & Christine Baranski",2008,필리다 로이드,"메릴 스트립, 피어스 브로스넌, 콜린 퍼스, 스텔란 스카스가드, 아만다 사이프리드","코미디, 뮤지컬, 멜로/로맨스",0.5,0.0254,0.548,0.953,-3.369,99.984
Meet The Browns,People Everyday,Musiq Soulchild,2008,타일러 페리,"안젤라 바셋, 릭 폭스","코미디, 드라마",0.666,0.0448,0.809,0.665,-4.999,90.974
Meet The Browns,Dig This,Brandy,2008,타일러 페리,"안젤라 바셋, 릭 폭스","코미디, 드라마",0.291,0.167,0.658,0.55,-7.111,118.02
Meet The Browns,The Gift,Deborah Cox,2008,타일러 페리,"안젤라 바셋, 릭 폭스","코미디, 드라마",emt,emt,emt,emt,emt,emt
Milk,Queen Bitch,David Bowie,2008,구스 반 산트,숀 펜,드라마,0.968,0.0248,0.599,0.637,-13.083,137.171
Milk,Main Titles (Sax Solo),Danny Elfman,2008,구스 반 산트,숀 펜,드라마,0.166,0.627,0.539,0.795,-15.091,148.256
Miss Pettigrew Lives For A Day,If I Didn't Care,Amy Adams,2008,바랫 낼러리,"프란시스 맥도맨드, 에이미 아담스","코미디, 멜로/로맨스",0.116,0.943,0.329,0.125,-16.161,77.758
More Than A Game,Stronger,Mary J. Blige,2008,크리스토퍼 벨맨,르브론 제임스,다큐멘터리,0.49,0.125,0.447,0.725,-3.628,169.782
The Mummy: Tomb Of The Dragon Emperor,A Call To Adventure (Theme From Mummy 3),Randy Edelman,2008,롭 코헨,"브렌든 프레이저, 이연걸, 마리아 벨로, 존 한나, 양자경, 루크 포드, 이사벨라 롱","모험, 판타지, 액션, 코미디",0.103,0.434,0.12,0.604,-8.298,174.917
The Mummy: Tomb Of The Dragon Emperor,My Sweet Eternal Love,Helen Feng,2008,롭 코헨,"브렌든 프레이저, 이연걸, 마리아 벨로, 존 한나, 양자경, 루크 포드, 이사벨라 롱","모험, 판타지, 액션, 코미디",0.0532,0.4,0.286,0.481,-5.931,111.351
Nights In Rodanthe,End Credit Suite,Jeanine Tesori,2008,조지 C. 울프,"리차드 기어, 다이안 레인","멜로/로맨스, 드라마",0.119,0.478,0.211,0.3,-16.647,109.854
Nims Island,Nim's Island,Patrick Doyle,2008,"제니퍼 플랙켓, 마크 레빈","아비게일 브레스린, 조디 포스터, 제라드 버틀러","모험, 판타지, 가족, 코미디",0.0786,0.928,0.257,0.116,-21.454,129.063
The Other Boleyn Girl,Finale,Paul Cantelon,2008,저스틴 채드윅,"나탈리 포트만, 스칼릿 조핸슨, 에릭 바나","드라마, 멜로/로맨스",0.0396,0.87,0.094,0.165,-15.417,52.377
Pride And Glory,El Train / Waterline,Mark Isham,2008,게빈 오코너,"콜린 파렐, 에드워드 노튼, 존 보이트, 노아 엠머리히","범죄, 드라마, 스릴러",0.076,0.898,0.329,0.237,-19.741,90.151
Quantum Of Solace,Another Way To Die,Jack White & Alicia Keys,2008,마크 포스터,"다니엘 크레이그, 올가 쿠릴렌코, 마티유 아말릭, 주디 덴치","액션, 모험",0.447,0.0401,0.517,0.736,-5.175,142.064
Quantum Of Solace,Time To Get Out,David Arnold,2008,마크 포스터,"다니엘 크레이그, 올가 쿠릴렌코, 마티유 아말릭, 주디 덴치","액션, 모험",emt,emt,emt,emt,emt,emt
Revolutionary Road,The Gypsy,Ink Spots,2008,샘 멘데스,"레오나르도 디카프리오, 케이트 윈슬렛",드라마,0.222,0.812,0.531,0.125,-15.463,76.056
Revolutionary Road,Revolutionary Road (End Title),Thomas Newman,2008,샘 멘데스,"레오나르도 디카프리오, 케이트 윈슬렛",드라마,0.0386,0.942,0.18,0.249,-13.71,96.31
Seven Pounds,Requiem,Angleo Milli,2008,가브리엘 무치노,"윌 스미스, 로사리오 도슨, 우디 해럴슨",드라마,0.032,0.511,0.0617,0.151,-18.421,67.105
Sex And The City,Labels Or Love,Fergie,2008,마이클 패트릭 킹,"사라 제시카 파커, 킴 캐트럴, 신시아 닉슨, 크리스틴 데이비스, 크리스 노스, 제니퍼 허드슨","멜로/로맨스, 코미디",0.88,0.0606,0.805,0.936,-6.583,131.986
Sex And The City,All Dressed In Love,Jennifer Hudson,2008,마이클 패트릭 킹,"사라 제시카 파커, 킴 캐트럴, 신시아 닉슨, 크리스틴 데이비스, 크리스 노스, 제니퍼 허드슨","멜로/로맨스, 코미디",0.811,0.0988,0.678,0.834,-3.08,120.299
Sex And The City,The Heart Of The Matter,India.Arie,2008,마이클 패트릭 킹,"사라 제시카 파커, 킴 캐트럴, 신시아 닉슨, 크리스틴 데이비스, 크리스 노스, 제니퍼 허드슨","멜로/로맨스, 코미디",emt,emt,emt,emt,emt,emt
The Sisterhood Of The Traveling Pants 2,Rock & Roll,Eric Hutchinson,2008,사나 햄리,"알렉시스 브레델, 아메리카 페레라, 블레이크 라이블리, 앰버 탐블린","드라마, 멜로/로맨스, 코미디, 모험",0.901,0.0395,0.462,0.767,-5.038,201.064
The Sisterhood Of The Traveling Pants 2,Together,Michelle Branch,2008,사나 햄리,"알렉시스 브레델, 아메리카 페레라, 블레이크 라이블리, 앰버 탐블린","드라마, 멜로/로맨스, 코미디, 모험",0.689,0.0812,0.457,0.664,-6.519,155.924
The Sisterhood Of The Traveling Pants 2,Friday Night,Craig David,2008,사나 햄리,"알렉시스 브레델, 아메리카 페레라, 블레이크 라이블리, 앰버 탐블린","드라마, 멜로/로맨스, 코미디, 모험",0.852,0.121,0.802,0.721,-5.969,105.044
Slumdog Millionaire,O... Saya,M.I.A.,2008,대니 보일,"데브 파텔, 프리다 핀토, 타나이 크헤다, 아유시 마헤시 케데카, 탄비 가네시 론카, 루비아나 알리, 마드허 미탈, 아슈토시 로보 가지와라, 아자루딘 이스마일, 아닐 카푸르, 이르판 칸","범죄, 드라마, 멜로/로맨스",emt,emt,emt,emt,emt,emt
Slumdog Millionaire,Jai Ho,A.R.Rahman,2008,대니 보일,"데브 파텔, 프리다 핀토, 타나이 크헤다, 아유시 마헤시 케데카, 탄비 가네시 론카, 루비아나 알리, 마드허 미탈, 아슈토시 로보 가지와라, 아자루딘 이스마일, 아닐 카푸르, 이르판 칸","범죄, 드라마, 멜로/로맨스",0.879,0.0476,0.657,0.941,-3.919,136.202
Speed Racer,Speed Racer,Michael Giacchino,2008,"앤디 워쇼스키, 라나 워쇼스키","에밀 허쉬, 크리스티나 리치","액션, 가족",0.746,0.555,0.621,0.832,-7.343,150.534
Star Wars: The Clone Wars,Star Wars Main Title & A Galaxy Divided,Kevin Kiner,2008,데이브 필로니,"맷 랜터, 사무엘 L. 잭슨, 이안 아베크롬비, 코리 버튼, 톰 케인, 제임스 아놀드 테일러, 캐서린 타버","애니메이션, SF, 모험, 액션",0.521,0.0772,0.345,0.729,-4.402,100.944
Step Up 2: The Streets,Low,Flo Rida,2008,존 추,"브리아나 에비건, 로버트 호프먼, 애덤 G. 세바니, 캐시","드라마, 멜로/로맨스",0.304,0.0928,0.918,0.609,-5.64,128.008
Step Up 2: The Streets,Hypnotized (feat. Akon),Plies,2008,존 추,"브리아나 에비건, 로버트 호프먼, 애덤 G. 세바니, 캐시","드라마, 멜로/로맨스",0.617,0.16,0.84,0.571,-7.421,116.59
Step Up 2: The Streets,Ching,Missy Elliott,2008,존 추,"브리아나 에비건, 로버트 호프먼, 애덤 G. 세바니, 캐시","드라마, 멜로/로맨스",0.438,0.0343,0.76,0.64,-8.159,102.386
Step Up 2: The Streets,Can't Help But Wait (feat. Plies) (Remix),Trey Songz,2008,존 추,"브리아나 에비건, 로버트 호프먼, 애덤 G. 세바니, 캐시","드라마, 멜로/로맨스",0.611,0.358,0.699,0.699,-5.564,94.977
Tropic Thunder,Get Back (엔딩 크레딧 삽입),Ludacris,2008,벤 스틸러,"벤 스틸러, 잭 블랙, 로버트 다우니 주니어","코미디, 액션, 전쟁, 모험",0.184,0.0594,0.555,0.639,-5.16,171.609
Twilight,Decode,Paramore,2008,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨","판타지, 멜로/로맨스, 드라마, 스릴러",0.284,0.000686,0.28,0.87,-4.219,164.057
Twilight,Go All The Way (Into The Twilight),Perry Farrell,2008,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨","판타지, 멜로/로맨스, 드라마, 스릴러",0.647,0.00624,0.597,0.699,-7.347,120.022
Twilight,Spotlight (Twilight Mix),Mutemath,2008,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨","판타지, 멜로/로맨스, 드라마, 스릴러",0.302,0.000155,0.41,0.901,-4.498,152.039
Twilight,Leave Out All The Rest,Linkin Park,2008,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨","판타지, 멜로/로맨스, 드라마, 스릴러",0.237,0.209,0.509,0.629,-6.434,80.012
Twilight,"Flightless Bird, American Mouth",Iron & Wine,2008,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨","판타지, 멜로/로맨스, 드라마, 스릴러",0.177,0.827,0.369,0.403,-7.996,154.899
Valkyrie,They'll Remember You,John Ottman,2008,브라이언 싱어,톰 크루즈,"스릴러, 드라마, 전쟁",0.0357,0.951,0.104,0.144,-20.909,78.953
Vantage Point,Vantage Point End Title,Atli Orvarsson,2008,피트 트레비스,"데니스 퀘이드, 매튜 폭스, 포레스트 휘태커, 브루스 맥길","액션, 스릴러, 드라마",emt,emt,emt,emt,emt,emt
The Visitor,Je'Nwi Teni (Don't Gag Me),Jan A.P. Kaczmarek,2008,토마스 맥카시,"리차드 젠킨스, 하즈 슬레이맨","드라마, 코미디",emt,emt,emt,emt,emt,emt
WALL·E,Down To Earth,Peter Gabriel,2008,앤드류 스탠튼,"벤 버트, 엘리사 나이트, 제프 갈린, 프레드 윌러드","애니메이션, SF, 가족, 코미디, 멜로/로맨스, 모험",0.533,0.494,0.631,0.5,-13.031,118.001
WALL·E,La Vie En Rose,Louis Armstrong,2008,앤드류 스탠튼,"벤 버트, 엘리사 나이트, 제프 갈린, 프레드 윌러드","애니메이션, SF, 가족, 코미디, 멜로/로맨스, 모험",0.341,0.809,0.558,0.123,-10.396,70.16
The Women,Count On Me,Lucy Schwartz,2008,다이안 잉글리시,"멕 라이언, 아네트 베닝, 에바 멘데스, 데브라 메싱, 제이다 핀켓 스미스, 베트 미들러, 캔디스 버겐, 캐리 피셔","멜로/로맨스, 코미디",emt,emt,emt,emt,emt,emt
The Women,I Feel It All,Feist,2008,다이안 잉글리시,"멕 라이언, 아네트 베닝, 에바 멘데스, 데브라 메싱, 제이다 핀켓 스미스, 베트 미들러, 캔디스 버겐, 캐리 피셔","멜로/로맨스, 코미디",0.693,0.444,0.561,0.687,-5.752,172.022
The Women,Someday Soon,KT Tunstall,2008,다이안 잉글리시,"멕 라이언, 아네트 베닝, 에바 멘데스, 데브라 메싱, 제이다 핀켓 스미스, 베트 미들러, 캔디스 버겐, 캐리 피셔","멜로/로맨스, 코미디",0.274,0.892,0.611,0.318,-11.026,109.837
The Women,I'll Cry For The Both Of Us,Jessie Baylin,2008,다이안 잉글리시,"멕 라이언, 아네트 베닝, 에바 멘데스, 데브라 메싱, 제이다 핀켓 스미스, 베트 미들러, 캔디스 버겐, 캐리 피셔","멜로/로맨스, 코미디",0.457,0.238,0.604,0.478,-9.301,88.945
Young@Heart,Fix You,Young@Heart Chorus,2008,스티븐 워커,"밥 실먼, 에일린 홀, 밥 샐비니 / 다큐멘터리",다큐멘터리,emt,emt,emt,emt,emt,emt
1408,Room 1408,Gabriel Yared,2007,미카엘 하프스트롬,"존 쿠삭, 사무엘 L. 잭슨","공포, 스릴러",0.0466,0.794,0.246,0.0887,-31.159,123.293
Across The Universe,Lucy In The Diamonds With Sky,Bono,2007,줄리 테이머,"짐 스터게스, 에반 레이첼 우드","뮤지컬, 드라마, 멜로/로맨스",0.349,0.128,0.3,0.658,-6.789,92.816
Across The Universe,Across The Universe,Jim Sturgess,2007,줄리 테이머,"짐 스터게스, 에반 레이첼 우드","뮤지컬, 드라마, 멜로/로맨스",0.218,0.0688,0.455,0.484,-10.128,75.043
Across The Universe,Let It Be,Carol Woods,2007,줄리 테이머,"짐 스터게스, 에반 레이첼 우드","뮤지컬, 드라마, 멜로/로맨스",0.28,0.972,0.487,0.149,-9.624,105.849
Across The Universe,Hey Jude,Joe Anderson,2007,줄리 테이머,"짐 스터게스, 에반 레이첼 우드","뮤지컬, 드라마, 멜로/로맨스",0.203,0.0711,0.347,0.35,-9.254,141.839
Alvin And The Chipmunks,Funkytown,Alvin & The Chipmunks,2007,팀 힐,"제이슨 리, 저스틴 롱, 매튜 그레이 구블러, 제시 맥카트니","애니메이션, 코미디, 가족, 판타지",0.276,0.000874,0.808,0.745,-6.946,123.03
Alvin And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late) (Dee Town OG Mix),Alvin & The Chipmunks,2007,팀 힐,"제이슨 리, 저스틴 롱, 매튜 그레이 구블러, 제시 맥카트니","애니메이션, 코미디, 가족, 판타지",0.777,0.707,0.612,0.37,-11.548,152.548
American Gangster,Frank Lucas,Marc Streitenfeld,2007,리들리 스콧,"덴젤 워싱턴, 러셀 크로우","범죄, 드라마, 스릴러",0.132,0.0323,0.364,0.243,-13.51,178.65
American Gangster,Do You Feel Me,Anthony Hamilton,2007,리들리 스콧,"덴젤 워싱턴, 러셀 크로우","범죄, 드라마, 스릴러",emt,emt,emt,emt,emt,emt
Atonement,Yves Thibaudet,Jean,2007,조 라이트,"키이라 나이틀리, 제임스 맥어보이","드라마, 멜로/로맨스, 전쟁",emt,emt,emt,emt,emt,emt
Atonement,Denouement,Dario Marianelli,2007,조 라이트,"키이라 나이틀리, 제임스 맥어보이","드라마, 멜로/로맨스, 전쟁",0.0374,0.895,0.143,0.0657,-21.324,87.988
August Rush,Someday,John Legend,2007,커스틴 쉐리단,"프레디 하이모어, 조나단 리스 마이어스, 케리 러셀, 로빈 윌리엄스","드라마, 판타지",0.133,0.851,0.401,0.228,-10.001,118.905
August Rush,This Time,Jonathan Rhys Meyers,2007,커스틴 쉐리단,"프레디 하이모어, 조나단 리스 마이어스, 케리 러셀, 로빈 윌리엄스","드라마, 판타지",0.304,0.093,0.547,0.455,-7.362,150.264
Balls Of Fury,History In A Paddle,Randy Edelman,2007,로버트 벤 가랜트,"댄 포글러, 크리스토퍼 월켄, 조지 로페즈, 매기 큐, 제임스 홍","액션, 범죄, 코미디",0.0664,0.083,0.166,0.309,-13.855,103.898
Becoming Jane,First Impressions,Adrian Johnston,2007,줄리언 재롤드,"앤 해서웨이, 줄리 월터스, 제임스 맥어보이, 매기 스미스, 제시카 애쉬워스","멜로/로맨스, 드라마",emt,emt,emt,emt,emt,emt
Bee Movie,Here Comes The Sun,Sheryl Crow,2007,"스티브 히크너, 사이몬 J. 스미스","제리 사인펠트, 르네 젤위거","애니메이션, 코미디, 모험, 가족",0.581,0.0417,0.448,0.828,-6.186,135.408
Bratz,Rock Star,Prima J,2007,숀 맥나마라,"로건 브라우닝, 자넬 패리쉬, 나탈리아 라모스, 스카일러 쉐이","코미디, 가족",0.768,0.0131,0.68,0.74,-5.67,73.023
Bratz,Rainy Day,Janel Parrish,2007,숀 맥나마라,"로건 브라우닝, 자넬 패리쉬, 나탈리아 라모스, 스카일러 쉐이","코미디, 가족",0.42,0.31,0.523,0.698,-3.911,76.427
The Brave One,Car Jam,Dario Marianelli,2007,닐 조던,"조디 포스터, 나빈 앤드류스","범죄, 드라마, 스릴러",0.0798,0.246,0.446,0.472,-14.863,92.998
Breach,An Agent Named Robert Hanssen,Mychael Danna,2007,빌리 레이,"크리스 쿠퍼, 라이언 필립, 로라 리니","범죄, 드라마, 스릴러",0.0391,0.993,0.208,0.0258,-23.448,145.445
Bridge To Terabithia,When You Love Someone,Bethany Dillon,2007,가버 추보,"조쉬 허처슨, 안나소피아 롭","가족, 모험",0.714,0.00276,0.606,0.622,-4.898,112.069
Bridge To Terabithia,Right Here,Jeremy Camp,2007,가버 추보,"조쉬 허처슨, 안나소피아 롭","가족, 모험",0.283,0.00999,0.484,0.731,-4.232,141.977
The Bucket List,What Makes A Family,Marc Shaiman,2007,롭 라이너,"잭 니콜슨, 모건 프리먼","모험, 코미디, 드라마",0.376,0.984,0.51,0.024,-20.665,116.032
Charlie Wilsons War,Turning The Tide,James Newton Howard,2007,마이크 니콜스,"톰 행크스, 줄리아 로버츠, 필립 세이모어 호프만, 에이미 아담스, 네드 비티, 에밀리 블런트, 옴 푸리, 켄 스탓, 존 슬래터리, 데니스 오헤어, 쥬드 테일러","드라마, 코미디",0.117,0.437,0.553,0.621,-13.683,99.88
Control,Love Will Tear Us Apart,Joy Division,2007,안톤 코르빈,"샘 라일리, 사만다 모튼 / 다큐멘터리","드라마, 뮤지컬",0.907,0.000989,0.524,0.902,-8.662,146.833
Daddys Little Girls,Family First,"Whitney Houston, Cissy Houston & Dionne Warwick",2007,타일러 페리,"가브리엘 유니온, 이드리스 엘바","코미디, 멜로/로맨스",0.347,0.524,0.551,0.485,-6.159,119.932
Daddys Little Girls,I Believe,Brian McKnight,2007,타일러 페리,"가브리엘 유니온, 이드리스 엘바","코미디, 멜로/로맨스",0.612,0.762,0.796,0.344,-11.453,117.007
Daddys Little Girls,Daddy,Beyonce,2007,타일러 페리,"가브리엘 유니온, 이드리스 엘바","코미디, 멜로/로맨스",0.153,0.481,0.603,0.436,-7.629,123.769
Dan In Real Life,Let My Love Open The Door,Sondre Lerche,2007,피터 헤지스,"스티브 카렐, 줄리엣 비노쉬","코미디, 드라마, 멜로/로맨스",emt,emt,emt,emt,emt,emt
Death Proof,The Last Race,Jack Nitzsche,2007,쿠엔틴 타란니노,커트 러셀,범죄,0.41,0.0338,0.124,0.885,-3.286,72.901
Evening,I've Got The World On A String,Michael Buble,2007,라조스 콜타이,"클레어 데인즈, 토니 콜렛, 바네사 레드그레이브, 패트릭 윌슨",드라마,0.472,0.314,0.698,0.506,-8.274,105.034
Enchanted,Ever Ever After,Carrie Underwood,2007,케빈 리마,"줄리 앤드류스, 에이미 아담스, 패트릭 뎀시","멜로/로맨스, 드라마, 뮤지컬, 코미디",0.439,0.0117,0.496,0.813,-4.57,111.918
Ghost Rider,Ghost Rider,Christopher Young,2007,마크 스티븐 존슨,"니콜라스 케이지, 에바 멘데스","액션, 판타지, 스릴러",emt,emt,emt,emt,emt,emt
The Golden Compass,Lyra,Kate Bush,2007,크리스 웨이츠,"다니엘 크레이그, 니콜 키드먼, 에바 그린, 다코타 블루 리차드","판타지, 모험, 액션, 드라마, 가족, 스릴러",0.0438,0.986,0.256,0.106,-22.117,137.449
The Golden Compass,Sky Ferry,Alexandre Desplat,2007,크리스 웨이츠,"다니엘 크레이그, 니콜 키드먼, 에바 그린, 다코타 블루 리차드","판타지, 모험, 액션, 드라마, 가족, 스릴러",0.1,0.672,0.197,0.256,-19.525,168.374
Good Luck Chuck,I Was Zapped By The Lucky Super Rainbow,Flaming Lips,2007,마크 헬프리치,"데인 쿡, 제시카 알바","코미디, 드라마, 멜로/로맨스",0.485,0.00374,0.355,0.909,-3.947,141.047
The Great Debaters,That's What My Baby Likes,Sharon Jones,2007,덴젤 워싱턴,"덴젤 워싱턴, 네이트 파커",드라마,0.91,0.615,0.728,0.487,-14.46,52.103
Hairspray,You Can't Stop The Beat,"Nikki Blonsky, Zac Efron &",2007,아담 쉥크만,"니키 브론스키, 존 트라볼타, 퀸 라티파, 미셸 파이퍼, 크리스토퍼 월켄, 아만다 바인즈","뮤지컬, 코미디",0.43,0.672,0.336,0.951,-4.608,162.618
Hairspray,I Know Where I've Been,Queen Latifah,2007,아담 쉥크만,"니키 브론스키, 존 트라볼타, 퀸 라티파, 미셸 파이퍼, 크리스토퍼 월켄, 아만다 바인즈","뮤지컬, 코미디",0.241,0.629,0.286,0.493,-7.335,173.556
