movie_name,ost_name,artist,year,mvdir,mvact,gerne,valence,acousticness,danceability,energy,loudness,tempo
Batman v Superman: Dawn of Justice,Is She With You?,Hans Zimmer & Junkie XL,2016,잭 스나이더,"헨리 카빌, 벤 애플렉, 에이미 아담스, 로렌스 피시번, 제시 아이젠버그, 제레미 아이언스, 홀리 헌터, 갤 가돗, 로렌 코핸, 제프리 딘 모건, 제이슨 모모아, 에즈라 밀러, 다이안 레인","액션, 모험, 판타지, SF",0.0505,0.031,0.187,0.559,-15.145,141.896
Batman v Superman: Dawn of Justice,Beautiful Lie,Hans Zimmer & Junkie XL,2016,잭 스나이더,"헨리 카빌, 벤 애플렉, 에이미 아담스, 로렌스 피시번, 제시 아이젠버그, 제레미 아이언스, 홀리 헌터, 갤 가돗, 로렌 코핸, 제프리 딘 모건, 제이슨 모모아, 에즈라 밀러, 다이안 레인","액션, 모험, 판타지, SF",0.0389,0.844,0.122,0.0551,-22.896,80.975
Batman v Superman: Dawn of Justice,The Red Capes Are Coming,Hans Zimmer & Junkie XL,2016,잭 스나이더,"헨리 카빌, 벤 애플렉, 에이미 아담스, 로렌스 피시번, 제시 아이젠버그, 제레미 아이언스, 홀리 헌터, 갤 가돗, 로렌 코핸, 제프리 딘 모건, 제이슨 모모아, 에즈라 밀러, 다이안 레인","액션, 모험, 판타지, SF",0.0399,0.434,0.238,0.104,-21.457,108.008
The Revenant,The Revenant Main Theme,Ryuichi Sakamoto & Alva Noto,2016,알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오, 톰 하디, 윌 폴터, 도널 글리슨","모험, 드라마",0.0498,0.864,0.159,0.123,-26.301,131.552
Suicide Squad,Heathens,Twenty One Pilots,2016,데이비드 에이어,"마고 로비, 윌 스미스, 자레드 레토, 카라 델레바인, 제이 코트니",액션,0.548,0.0841,0.732,0.396,-9.348,90.025
Suicide Squad,"Sucker For Pain (With Logic, Ty Dolla $ign & X Ambassadors)",Lil Wayne & Wiz Khalifa & Imagine Dragons,2016,데이비드 에이어,"마고 로비, 윌 스미스, 자레드 레토, 카라 델레바인, 제이 코트니",액션,0.739,0.255,0.502,0.786,-4.378,169.021
Suicide Squad,Purple Lamborghini,Skrillex & Rick Ross,2016,데이비드 에이어,"마고 로비, 윌 스미스, 자레드 레토, 카라 델레바인, 제이 코트니",액션,0.298,0.0019,0.457,0.899,-2.591,147.268
Suicide Squad,Gangsta,Kehlani,2016,데이비드 에이어,"마고 로비, 윌 스미스, 자레드 레토, 카라 델레바인, 제이 코트니",액션,0.129,0.102,0.483,0.359,-11.571,121.61
Star Trek Beyond,Star Trek Main Theme,Michael Giacchino,2016,저스틴 린,"크리스 파인, 사이먼 페그, 조 샐다나, 재커리 퀸토, 칼 어번, 안톤 옐친, 존 조, 이드리스 엘바, 소피아 부텔라","액션, 모험, SF, 스릴러",0.147,0.872,0.234,0.521,-9.543,78.902
Star Trek Beyond,Night On The Yorktown,Michael Giacchino,2016,저스틴 린,"크리스 파인, 사이먼 페그, 조 샐다나, 재커리 퀸토, 칼 어번, 안톤 옐친, 존 조, 이드리스 엘바, 소피아 부텔라","액션, 모험, SF, 스릴러",0.037,0.893,0.0715,0.0478,-20.323,78.083
Star Trek Beyond,Logo And Prosper,Michael Giacchino,2016,저스틴 린,"크리스 파인, 사이먼 페그, 조 샐다나, 재커리 퀸토, 칼 어번, 안톤 옐친, 존 조, 이드리스 엘바, 소피아 부텔라","액션, 모험, SF, 스릴러",0.0284,0.946,0.0629,0.044,-22.151,68.948
The Good Dinosaur,"Homestead (From ""The Good Dinosaur"" Score)",Jeff Danna & Mychael Danna,2016,피터 손,"레이몬드 오초아, 제프리 라이트, 프란시스 맥도맨드, 스티브 잔, 잭 브라이트, AJ 버클리, 안나 파킨, 샘 엘리어트, 마커스 스크리브너, 데이비드 보트","애니메이션, 모험, 코미디, 가족, 판타지",0.166,0.932,0.255,0.186,-17.451,75.532
Lights Out,Lights Out,Benjamin Wallfisch,2016,데이비드 F. 샌드버그,"테레사 팔머, 앨리시아 벨라 베일리, 가브리엘 베이트먼, 알렉산더 디퍼시아",공포,0.0331,0.148,0.172,0.0898,-24.68,122.594
Sing,Faith (feat. Ariana Grande),Stevie Wonder,2016,가스 제닝스,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인","뮤지컬, 애니메이션",0.927,0.104,0.735,0.868,-4.159,158.031
Sing,Don't You Worry 'Bout A Thing,Tori Kelly,2016,가스 제닝스,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인","뮤지컬, 애니메이션",0.573,0.0222,0.617,0.832,-4.192,127.022
Sing,Set It All Free,Scarlett Johansson,2016,가스 제닝스,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인","뮤지컬, 애니메이션",0.455,5.98E-06,0.492,0.88,-4.441,134.026
Sing,I'm Still Standing,Taron Egerton,2016,가스 제닝스,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인","뮤지컬, 애니메이션",0.699,0.00648,0.59,0.9,-4.473,175.219
The Magnificent Seven,Volcano Springs,James Horner & Simon Franglen,2016,안톤 후쿠아,"크리스 프랫, 에단 호크, 덴젤 워싱턴, 빈센트 도노프리오, 맷 보머, 피터 사스가드, 캠 지갠뎃, 헤일리 베넷, 이병헌, 비니 존스, 마누엘 가르시아 룰포, 마틴 센스마이어","액션, 서부",0.0838,0.68,0.311,0.089,-24.098,95.811
The Magnificent Seven,Chisolm Enrolled,James Horner & Simon Franglen,2016,안톤 후쿠아,"크리스 프랫, 에단 호크, 덴젤 워싱턴, 빈센트 도노프리오, 맷 보머, 피터 사스가드, 캠 지갠뎃, 헤일리 베넷, 이병헌, 비니 존스, 마누엘 가르시아 룰포, 마틴 센스마이어","액션, 서부",0.0386,0.874,0.0791,0.0327,-31.525,67.865
Me Before You,"Don't Forget About Me (From ""Me Before You"" Soundtrack)",Cloves,2016,테아 샤록,"에밀리아 클라크, 샘 클라플린",멜로/로맨스,0.0731,0.83,0.449,0.217,-10.643,126.432
Me Before You,Till The End (영화 '미 비포 유 OST),Jessie Ware,2016,테아 샤록,"에밀리아 클라크, 샘 클라플린",멜로/로맨스,0.534,0.766,0.662,0.395,-10.694,73.012
Gods of Egypt,Coronation,Marco Beltrami,2016,알렉스 프로야스,"제라드 버틀러, 브렌튼 스웨이츠, 제프리 러쉬, 니콜라이 코스터-왈도","모험, 판타지",0.211,0.637,0.437,0.514,-12.965,131.851
Bridget Joness Baby,Still Falling For You (영화 브리짓 존스의 베이비 OST),Ellie Goulding,2016,샤론 맥과이어,"르네 젤위거, 콜린 퍼스, 패트릭 뎀시","코미디, 멜로/로맨스",0.18,0.553,0.473,0.518,-8.1,96.129
Bridget Joness Baby,Meteorite (영화 브리짓 존스의 베이비 삽입곡),Years & Years,2016,샤론 맥과이어,"르네 젤위거, 콜린 퍼스, 패트릭 뎀시","코미디, 멜로/로맨스",0.632,0.0626,0.604,0.76,-8.011,120.01
Bridget Joness Baby,Reignite (Knox Brown x Gallant),Gallant & Knox Brown,2016,샤론 맥과이어,"르네 젤위거, 콜린 퍼스, 패트릭 뎀시","코미디, 멜로/로맨스",0.227,0.637,0.367,0.474,-9.779,184.978
The Legend of Tarzan,Opar,Rupert Gregson,2016,데이빗 예이츠,"마고 로비, 알렉산더 스카스가드, 크리스토프 왈츠, 사무엘 L. 잭슨, 디몬 하운수","액션, 모험",0.0363,0.171,0.162,0.0834,-18.832,131.082
Inferno,Cerca Trova,Hans Zimmer,2016,론 하워드,"톰 행크스, 펠리시티 존스, 오마 사이, 벤 포스터, 이르판 칸","미스터리, 스릴러",0.0346,0.0765,0.265,0.709,-11.943,149.334
SULLY,Flying Home (Sully's Theme),Christian Jacob,2016,클린트 이스트우드,"톰 행크스, 아론 에크하트, 로라 리니",드라마,0.257,0.956,0.484,0.0406,-22.788,124.11
The Angry Birds Movie,Explode,Charli XCX,2016,"클레이 케이티스, 퍼갈 레일리","신동엽, 신용우, 정영웅, 엄상현, 이소영, 소정환, 최석필","애니메이션, 액션, 코미디",0.879,0.0519,0.624,0.95,-2.667,122.926
Rogue One: A Star Wars Story,Rogue One,Matthew And The Atlas,2016,가렛 에드워즈,"펠리시티 존스, 디에고 루나, 매즈 미켈슨, 리즈 아메드, 포레스트 휘태커, 견자단, 강문","액션, 모험, 판타지, SF",emt,emt,emt,emt,emt,emt
Sing Street,Drive It Like You Stole It,Sing Street,2016,존 카니,"잭 레이너, 루시 보인턴, 마크 맥케나, 퍼디아 월시-필로","드라마, 멜로/로맨스",0.746,0.000314,0.516,0.86,-8.533,169.956
Sing Street,Up,Sing Street,2016,존 카니,"잭 레이너, 루시 보인턴, 마크 맥케나, 퍼디아 월시-필로","드라마, 멜로/로맨스",0.693,0.0742,0.672,0.439,-9.228,122.961
Sing Street,To Find You,Sing Street,2016,존 카니,"잭 레이너, 루시 보인턴, 마크 맥케나, 퍼디아 월시-필로","드라마, 멜로/로맨스",0.285,0.867,0.331,0.119,-13.681,143.283
Sing Street,The Riddle Of The Model,Sing Street,2016,존 카니,"잭 레이너, 루시 보인턴, 마크 맥케나, 퍼디아 월시-필로","드라마, 멜로/로맨스",0.811,0.0868,0.746,0.637,-9.228,102.968
Sing Street,A Beautiful Sea,Sing Street,2016,존 카니,"잭 레이너, 루시 보인턴, 마크 맥케나, 퍼디아 월시-필로","드라마, 멜로/로맨스",0.755,0.017,0.572,0.795,-6.98,138.063
Alice Through the Looking Glass,Alice,Danny Elfman,2016,제임스 보빈,"조니 뎁, 미아 와시코브스카, 헬레나 본햄 카터, 사샤 바론 코헨, 앤 해서웨이, 마이클 쉰, 앨런 릭먼","모험, 가족, 판타지",0.126,0.926,0.417,0.415,-12.66,119.984
Ghostbusters,The Universe Shall Bend,Theodore Shapiro,2016,폴 페이그,"멜리사 맥카시, 크리스 헴스워스, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스","액션, 코미디, SF",0.0321,0.128,0.0911,0.107,-18.245,87.063
Ghostbusters,Girls Talk Boys (영화 고스트 버스터즈 OST),5 Seconds Of Summer,2016,폴 페이그,"멜리사 맥카시, 크리스 헴스워스, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스","액션, 코미디, SF",0.586,0.00282,0.787,0.656,-5.735,120.017
Ice Age: Collision Course,Family Bonding,John Debney & David Newman,2016,마이크 트메이어,"존 레귀자모, 제니퍼 로페즈, 아담 드바인, 레이 로마노, 제시 테일러 퍼거슨","애니메이션, 모험, 코미디, 가족",emt,emt,emt,emt,emt,emt
The Huntsman: Winters War,Castle (The Huntsman: Winter's War Version) ('헌츠맨: 윈터스 워' 삽입곡),Halsey,2016,세딕 니콜라스 트로얀,"크리스 헴스워스, 샤를리즈 테론, 에밀리 블런트, 제시카 차스테인","판타지, 모험",0.0984,0.0123,0.539,0.45,-12.223,129.878
Carol,Opening,Carter Burwell,2016,토드 헤인즈,"케이트 블란쳇, 루니 마라, 카일 챈들러","드라마, 멜로/로맨스",0.0429,0.972,0.245,0.213,-15.27,117.366
Carol,Easy Living,Billie Holiday & Teddy Wilson & His Orchestra,2016,토드 헤인즈,"케이트 블란쳇, 루니 마라, 카일 챈들러","드라마, 멜로/로맨스",emt,emt,emt,emt,emt,emt
Carol,Taxi,Carter Burwell,2016,토드 헤인즈,"케이트 블란쳇, 루니 마라, 카일 챈들러","드라마, 멜로/로맨스",0.0394,0.965,0.191,0.0427,-21.068,68.285
Carol,To Carol's,Carter Burwell,2016,토드 헤인즈,"케이트 블란쳇, 루니 마라, 카일 챈들러","드라마, 멜로/로맨스",0.168,0.988,0.27,0.0611,-25.373,67.696
Point Break,Still Breathing,Dig The Kid,2016,에릭슨 코어,"루크 브레이시, 에드가 라미레즈, 레이 윈스턴, 테레사 팔머","액션, 범죄",0.062,0.00843,0.567,0.596,-8.932,146.066
Alvin and the Chipmunks: The Road Chip,Home,The Chipettes & The Chipmunks,2016,월트 베커,"저스틴 롱, 제시 맥카트니, 매튜 그레이 구블러, 제이슨 리, 토니 헤일, 벨라 손, 킴벌리 윌리엄스-페이슬리, 칼리 쿠오코, 안나 페리스, 크리스티나 애플게이트, 조쉬 그린","애니메이션, 모험, 코미디, 가족, 판타지",emt,emt,emt,emt,emt,emt
Alvin and the Chipmunks: The Road Chip,Uptown Funk,The Chipmunks,2016,월트 베커,"저스틴 롱, 제시 맥카트니, 매튜 그레이 구블러, 제이슨 리, 토니 헤일, 벨라 손, 킴벌리 윌리엄스-페이슬리, 칼리 쿠오코, 안나 페리스, 크리스티나 애플게이트, 조쉬 그린","애니메이션, 모험, 코미디, 가족, 판타지",0.679,0.113,0.773,0.837,-2.674,114.984
The Jungle Book,I Wan'na Be Like You (2016),Christopher Walken,2016,존 파브로,"이드리스 엘바, 스칼릿 조핸슨, 루피타 뇽, 벤 킹슬리, 닐 세티, 빌 머레이","모험, 드라마",0.836,0.275,0.438,0.579,-7.7,205.56
The Jungle Book,Trust In Me,Scarlett Johansson,2016,존 파브로,"이드리스 엘바, 스칼릿 조핸슨, 루피타 뇽, 벤 킹슬리, 닐 세티, 빌 머레이","모험, 드라마",0.421,0.281,0.498,0.316,-14.916,105.495
Eddie the Eagle,Thrill Me (feat. Hugh Jackman & Taron Egerton),OMD,2016,덱스터 플레처,"태런 에저튼, 휴 잭맨, 크리스토퍼 월켄",드라마,emt,emt,emt,emt,emt,emt
ONE PIECE FILM GOLD,Gold & Jive,Carina Cv Hikari Mitsushima & Tesoro Cv Kazuhiro Yamaji,2016,미야모토 히로아키,"타나카 마유미, 나카이 카즈야, 오카무라 아케미, 야마구치 캇페이, 히라타 히로아키, 오오타니 이쿠에, 야마구치 유리코, 야오 카즈키, 야마지 카즈히로, 쵸","애니메이션, 모험, 판타지, 액션",emt,emt,emt,emt,emt,emt
The Conjuring 2,House Search,Joseph Bishara,2016,제임스 완,"베라 파미가, 패트릭 윌슨, 프란시스 오코너, 프란카 포텐테, 스털링 제린스, 매디슨 울프",공포,0.0467,0.703,0.368,0.085,-32.581,129.668
Joy,Something Stupid,Edgar Ramirez & Jennifer Lawrence,2016,데이빗 O. 러셀,"제니퍼 로렌스, 브래들리 쿠퍼, 로버트 드 니로",드라마,emt,emt,emt,emt,emt,emt
Joy,To Love Somebody,Bee Gees,2016,데이빗 O. 러셀,"제니퍼 로렌스, 브래들리 쿠퍼, 로버트 드 니로",드라마,0.521,0.729,0.423,0.384,-12.503,90.43
Joy,I Feel Free,Cream,2016,데이빗 O. 러셀,"제니퍼 로렌스, 브래들리 쿠퍼, 로버트 드 니로",드라마,0.596,0.137,0.371,0.601,-8.431,87.975
Misconduct,Take His Head And Put It On The Wall,Federico Jusid,2016,시모사와 신타로,"알 파치노, 안소니 홉킨스, 조쉬 더하멜, 이병헌","범죄, 스릴러",0.038,0.764,0.102,0.0308,-26.935,88.794
Florence Foster Jenkins,Florence Foster Jenkins,Alexandre Desplat,2016,스티븐 프리어즈,"메릴 스트립, 휴 그랜트, 사이몬 헬버그, 레베카 퍼거슨","드라마, 코미디",0.0396,0.822,0.262,0.0927,-21.309,115.389
The Danish Girl,The Danish Girl,Alexandre Desplat,2016,톰 후퍼,"에디 레드메인, 앰버 허드, 알리시아 비칸데르",드라마,0.0569,0.933,0.189,0.18,-18.694,102.497
The Danish Girl,Lili's Dream,Alexandre Desplat,2016,톰 후퍼,"에디 레드메인, 앰버 허드, 알리시아 비칸데르",드라마,0.0394,0.941,0.117,0.067,-22.878,74.301
Cafe Society,The Lady Is A Tramp,Vince Giordano & The Nighthawks,2016,우디 앨런,"블레이크 라이블리, 제시 아이젠버그, 크리스틴 스튜어트","코미디, 드라마, 멜로/로맨스",0.914,0.913,0.814,0.385,-15.518,108.079
Cafe Society,Mountain Greenery,Kat Edmonson & Vince Giordano & The Nighthawks,2016,우디 앨런,"블레이크 라이블리, 제시 아이젠버그, 크리스틴 스튜어트","코미디, 드라마, 멜로/로맨스",0.754,0.685,0.666,0.416,-13.127,167.793
Cafe Society,Manhattan,Vince Giordano & The Nighthawks,2016,우디 앨런,"블레이크 라이블리, 제시 아이젠버그, 크리스틴 스튜어트","코미디, 드라마, 멜로/로맨스",0.261,0.97,0.577,0.207,-17.745,81.943
Robinson Crusoe,"The World Belongs To Us (Bande Originale Du Film ""Robinson Crusoe"")",Ramin Djawadi,2016,"벤 스타센, 빈센트 케스텔루트","콜린 메츠거, 라일라 베르진, 조이 카멘, 유리 로웬탈, 마리브 헤링턴,","애니메이션, 모험, 코미디",emt,emt,emt,emt,emt,emt
The Hateful Eight,"L'Ultima Diligenza Di Red Rock (From ""The Hateful Eight"" Soundtrack / Versione Integrale)",Ennio Morricone,2016,쿠엔틴 타란티노,"사무엘 L. 잭슨, 커트 러셀, 제니퍼 제이슨 리, 월튼 고긴스, 데미안 비쉬어, 팀 로스, 마이클 매드슨, 브루스 던, 채닝 테이텀","서부, 액션, 스릴러",0.0483,0.456,0.281,0.344,-10.037,94.251
Petes Dragon,Something Wild (Feat. Andrew Mcmahon In The Wilderness),Lindsey Stirling,2016,데이빗 로워리,"브라이스 달라스 하워드, 로버트 레드포드, 웨스 벤틀리, 칼 어번, 오크스 페글리","모험, 가족, 판타지",0.458,0.327,0.561,0.745,-4.824,106.046
The Divergent Series: Allegiant,Scars,Tove Lo,2016,로베르트 슈벤트케,"쉐일린 우들리, 테오 제임스, 마일즈 텔러, 나오미 왓츠, 매기 큐, 조 크라비츠","액션, 모험, SF",0.22,0.427,0.695,0.357,-10.272,116.983
Youth,Simple Song,조수미,2016,파올로 소렌티노,"마이클 케인, 하비 케이틀, 레이첼 와이즈, 폴 다노, 제인 폰다",드라마,emt,emt,emt,emt,emt,emt
Hell or High Water,Comancheria,Nick Cave & Warren Ellis,2016,데이빗 맥킨지,"크리스 파인, 벤 포스터, 제프 브리지스, 케이티 믹슨","범죄, 드라마",0.0288,0.952,0.0757,0.0764,-22.196,78.763
Demolition,Warmest Regards (Extended Ver.),Half Moon Run,2016,장 마크 발레,"제이크 질렌할, 나오미 왓츠, 크리스 쿠퍼, 헤더 린드",드라마,0.243,0.513,0.72,0.337,-10.789,132.977
Demolition,To Be Alone With You,Sufjan Stevens,2016,장 마크 발레,"제이크 질렌할, 나오미 왓츠, 크리스 쿠퍼, 헤더 린드",드라마,0.356,0.926,0.519,0.163,-18.131,142.119
Brooklyn,Be Cool Aka Keep Cool,Johnny Moore's 3 Blazers,2016,존 크로울리,"시얼샤 로넌, 도널 글리슨, 에모리 코헨","드라마, 멜로/로맨스",0.463,0.829,0.856,0.136,-13.753,138.068
SNOWTIME!,Hymn,Celine Dion,2016,장-프랑소아 풀리오,"이지현, 김경희, 김연우, 최정현, 이현","애니메이션, 가족, 코미디",0.0692,0.488,0.634,0.39,-8.812,122.957
Seymour,Schumann: Phantasie In C Major Op.17 (Last Movement),Seymour Bernstein,2016,에단 호크,"세이모어 번스타인, 에단 호크",다큐멘터리,0.0641,0.986,0.353,0.0322,-27.043,68.188
Born to be Blue,I've Never Been In Love Before,Ethan Hawke,2016,로버트 뷔드로,"에단 호크, 카르멘 에조고, 칼럼 키스 레니",드라마,0.267,0.983,0.499,0.0164,-20.642,72.398
Born to be Blue,My Funny Valentine,Ethan Hawke,2016,로버트 뷔드로,"에단 호크, 카르멘 에조고, 칼럼 키스 레니",드라마,0.138,0.949,0.451,0.0073,-25.956,130.558
A Bride for Rip Van Winkle,何もなかったように (아무것도 없었던 것처럼 / Nanimo Nakatsutayouni),Mako Kuwabara,2016,이와이 슌지,"쿠로키 하루, 아야노 고, 코코","드라마, 멜로/로맨스",0.255,0.943,0.554,0.0978,-12.033,76.803
Truth,Truth Main Title,Brian Tyler,2016,제임스 밴더빌트,"케이트 블란쳇, 로버트 레드포드, 토퍼 그레이스, 엘리자베스 모스",드라마,0.196,0.758,0.397,0.507,-10.789,121.955
Miles Ahead,So What,Miles Davis,2016,돈 치들,"이완 맥그리거, 돈 치들, 이마야치 코리닐디, 마이클 스털버그",드라마,0.265,0.656,0.547,0.198,-15.605,136.674
Miles Ahead,Junior's Jam,Robert Glasper,2016,돈 치들,"이완 맥그리거, 돈 치들, 이마야치 코리닐디, 마이클 스털버그",드라마,0.961,0.27,0.652,0.562,-11.936,110.061
American Ultra,Killing Time,Paul Hartnoll,2015,니마 누리자데,"크리스틴 스튜어트, 제시 아이젠버그, 코니 브리튼, 월튼 고긴스, 토퍼 그레이스","액션, 코미디",0.893,0.0294,0.75,0.728,-9.292,123.997
Ant-Man,Theme From Ant,Christophe Beck,2015,페이튼 리드,"폴 러드, 마이클 더글라스, 에반젤린 릴리, 코리 스톨","액션, SF",0.261,0.486,0.597,0.55,-8.962,144.985
Avengers: Age of Ultron,Rise Together,Brian Tyler,2015,조스 웨던,"로버트 다우니 주니어, 크리스 헴스워스, 마크 러팔로, 크리스 에반스, 스칼릿 조핸슨, 제레미 레너, 돈 치들, 제임스 스페이더, 사무엘 L. 잭슨","액션, 모험, 판타지, SF",0.138,0.266,0.192,0.799,-10.527,92.663
Bridge of Spies,Bridge Of Spies (End Title),Thomas Newman,2015,스티븐 스필버그,"톰 행크스, 마크 라이런스, 에이미 라이언, 오스틴 스토웰","드라마, 스릴러",0.0352,0.91,0.295,0.095,-19.657,120.06
Chappie,The Only Way Out Of This,Hans Zimmer,2015,닐 블롬캠프,"휴 잭맨, 샬토 코플리, 시고니 위버, 데브 파텔","액션, 범죄, SF, 스릴러",0.0812,0.0377,0.543,0.603,-9.638,135.982
Child 44,Opening,Jon Ekstrand,2015,다니엘 에스피노사,"톰 하디, 누미 라파스, 게리 올드만, 조엘 킨나만, 찰스 댄스, 뱅상 카셀","드라마, 스릴러",0.0277,0.65,0.094,0.0952,-24.142,162.93
Cinderella,A Dream Is A Wish Your Heart Makes,Lily James,2015,케네스 브래너,"릴리 제임스, 리차드 매든, 케이트 블란쳇, 헬레나 본햄 카터, 홀리데이 그레인저, 소피 맥쉐라",멜로/로맨스,0.178,0.94,0.237,0.0687,-18.291,86.981
Concussion,So Long,Leon Bridges,2015,피터 랜즈먼,"윌 스미스, 구구 바샤-로, 알렉 볼드윈, 스티븐 모이어",드라마,0.19,0.387,0.568,0.349,-10.518,110.116
Creed,Lord Knows (feat. Tory Lanez),Meek Mill,2015,라이언 쿠글러,"실베스터 스탤론, 마이클 B. 조던, 그레이엄 맥타비쉬, 테사 톰슨",드라마,0.16,0.0168,0.434,0.695,-7.464,167.309
Crimson Peak,Edith's Theme,Fernando Velazquez,2015,길예르모 델 토로,"찰리 허냄, 제시카 차스테인, 톰 히들스턴","판타지, 스릴러",0.0503,0.924,0.084,0.133,-14.815,83.291
Dark Places,A Meanness Inside Me,BT,2015,질스 파겟-브레너,"샤를리즈 테론, 클로이 모레츠","드라마, 미스터리, 스릴러",0.0365,0.849,0.178,0.127,-27.61,120.003
The Diary of a Teenage Girl,Dreamsong (feat. Amber Coffman),Nate Heller,2015,마리엘 헬러,"크리스틴 위그, 알렉산더 스카스가드, 크리스토퍼 멜로니, 벨 파울리",드라마,emt,emt,emt,emt,emt,emt
Everest,Epilogue,Dario Marianelli,2015,발타자르 코루마쿠르,"제이크 질렌할, 로빈 라이트, 키이라 나이틀리, 제이슨 클락, 조슈 브롤린, 샘 워싱턴","모험, 드라마, 스릴러",0.0786,0.975,0.19,0.0739,-21.4,99.994
Fifty Shades of Grey,Love Me Like You Do,Ellie Goulding,2015,샘 테일러-존슨,"다코타 존슨, 제이미 도넌, 제니퍼 엘","드라마, 멜로/로맨스",0.324,0.27,0.489,0.597,-6.633,95.012
Fifty Shades of Grey,Earned It,The Weeknd,2015,샘 테일러-존슨,"다코타 존슨, 제이미 도넌, 제니퍼 엘","드라마, 멜로/로맨스",0.39,0.433,0.658,0.282,-8.282,119.757
Fifty Shades of Grey,Salted Wound,Sia,2015,샘 테일러-존슨,"다코타 존슨, 제이미 도넌, 제니퍼 엘","드라마, 멜로/로맨스",0.155,0.798,0.372,0.354,-10.775,82.023
The Final Girls,Camp Bloodbath Trailer,Gregory James Jenkins,2015,토드 스트라우스-슐슨,"니나 도브레브, 말린 애커맨, 아담 드바인, 타이사 파미가","코미디, 공포",0.0669,0.0464,0.414,0.407,-13.121,108.694
Furious 7,See You Again,Wiz Kalifah,2015,제임스 완,"빈 디젤, 폴 워커, 드웨인 존슨, 제이슨 스타뎀, 미셸 로드리게즈","액션, 범죄, 스릴러",0.286,0.369,0.69,0.48,-7.503,80.025
Furious 7,Ride Out,Kid Ink,2015,제임스 완,"빈 디젤, 폴 워커, 드웨인 존슨, 제이슨 스타뎀, 미셸 로드리게즈","액션, 범죄, 스릴러",0.536,0.0469,0.696,0.801,-5.641,93.003
Get Hard,I Go Hard,T.I.,2015,이탠 코엔,"알리슨 브리, 윌 페렐, 케빈 하트",코미디,0.362,0.0112,0.726,0.449,-13.373,134.406
The Good Dinosaur,Homestead,Jeff Danna,2015,피터 손,"레이몬드 오초아, 제프리 라이트, 프란시스 맥도맨드, 스티브 잔, 잭 브라이트, AJ 버클리, 안나 파킨, 샘 엘리어트, 마커스 스크리브너, 데이비드 보트","애니메이션, 모험, 코미디, 가족, 판타지",emt,emt,emt,emt,emt,emt
The Gunman,Reunited,Marco Beltrami,2015,피에르 모렐,"이드리스 엘바, 하비에르 바르뎀, 숀 펜","액션, 스릴러, 범죄, 드라마, 미스터리",0.0364,0.884,0.189,0.107,-15.791,65.992
The Hateful Eight,L'Ultima Diligenza Di Red Rock,Ennio Morricone,2015,쿠엔틴 타란티노,"사무엘 L. 잭슨, 커트 러셀, 제니퍼 제이슨 리, 월튼 고긴스, 데미안 비쉬어, 팀 로스, 마이클 매드슨, 브루스 던, 채닝 테이텀","서부, 액션, 스릴러",0.0483,0.456,0.281,0.344,-10.037,94.251
The Hunger Games: Mockingjay ？ Part 2,There Are Worse Games To Play / Deep In The Meadow / The Hunger Games Suite (feat. Jennifer Lawrence),James Newton Howard,2015,프란시스 로렌스,"제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스","액션, 판타지",0.0404,0.0544,0.0882,0.212,-18.431,84.621
The Hunger Games: Mockingjay ？ Part 2,The Hanging Tree (feat. Jennifer Lawrence) (Rebel Remix),James Newton Howard,2015,프란시스 로렌스,"제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스","액션, 판타지",0.388,0.0395,0.83,0.491,-6.418,113.014
Home,Feel The Light,Jennifer Lopez,2015,팀 존슨,"짐 파슨스, 리아나, 제니퍼 로페즈","애니메이션, 모험, 판타지, 액션",0.0379,0.327,0.469,0.596,-5.981,155.708
Hot Pursuit,Two Of A Crime,Miranda Lambert,2015,앤 플레처,"존 캐럴 린치, 소피아 베르가라, 리즈 위더스푼","액션, 코미디",0.813,0.0261,0.528,0.915,-5.806,97.983
In the Heart of the Sea,The White Whale Chant,Roque Banos,2015,론 하워드,"크리스 헴스워스, 킬리언 머피, 벤 위쇼, 벤자민 워커, 브렌단 글리슨, 샬롯 라일리","액션, 모험, 드라마",0.0377,0.789,0.0716,0.167,-16.128,78.067
Inside Out,Bundle Of Joy,Michael Giacchino,2015,피트 닥터,"에이미 포엘러, 필리스 스미스, 민디 캘링, 빌 헤이더, 루이스 블랙, 케이틀린 디아스, 카일 맥라클란, 다이안 레인","애니메이션, 코미디",0.0493,0.967,0.312,0.0766,-20.319,136.866
Insidious: Chapter 3,Insidious Chapter 3,Joseph Bishara,2015,리 워넬,"더모트 멀로니, 스테파니 스콧, 앵거스 샘슨, 린 샤예",공포,0.0354,0.00764,0.164,0.416,-12.763,86.464
